horizon,model,n,actual_up_rate,threshold,balanced_accuracy,brier_score,log_loss
1w,Logistic,329,0.49544072948328266,0.5,0.541263212358637,0.24897975255877666,0.691017475676932
1w,ElasticNet,329,0.49544072948328266,0.5,0.5442752605514081,0.24902693176322557,0.6911212956910199
1w,HistoricalBaseRate,329,0.49544072948328266,0.5,0.5,0.2503228944628805,0.69379336520737
1w,XGBoost,329,0.49544072948328266,0.5,0.5273117007908936,0.25048541125459034,0.6941985926370455
4w,HistoricalBaseRate,326,0.5122699386503068,0.5,0.477686137159643,0.25082617925492173,0.6948003963916862
4w,Logistic,326,0.5122699386503068,0.5,0.5254208564004068,0.25152853579005036,0.6962522717808195
4w,ElasticNet,326,0.5122699386503068,0.5,0.5284148683764547,0.25154070591959155,0.6962809795248761
4w,XGBoost,326,0.5122699386503068,0.5,0.5199977403683199,0.25398281200806366,0.7013406025719373
